ISSN (Online)	ISSN (Print)	JournalTitle	JrId	MedAbbr	NlmId
		 International journal of clinical endocrinology and metabolism	 46250	 Int J Clin Endocrinol Metab	 101701230
 2365-242X	 2365-2411	 Pharmaceutical technology in hospital pharmacy	 46251	 Pharm Technol Hosp Pharm	 101701231
 2470-5470		 Chronic stress (Thousand Oaks, Calif.)	 46253	 Chronic Stress (Thousand Oaks)	 101701229
 2283-9216	 1974-9791	 Chemical engineering transactions	 46254	 Chem Eng Trans	 101701158
 2399-9098		 Global drugs and therapeutics	 46255	 Glob Drugs Ther	 101701159
 2475-5435		 International journal of psychiatry (Overland Park)	 46256	 Int J Psychiatry (Overl Park)	 101701161
 2055-7159		 BJR case reports	 46257	 BJR Case Rep	 101684132
 1879-9825	 1879-9817	 International journal of paleopathology	 46258	 Int J Paleopathol	 101562474
		 Total patient care in HIV & HCV	 46259	 Total Patient Care HIV HCV	 101701339
	 1342-1670	 Species diversity : an international journal for taxonomy, systematics, speciation, biogeography, and life history research of animals	 46260	 Species Divers	 101701338
	 1480-0225	 Home hemodialysis international. International Symposium on Daily Home Hemodialysis	 46261	 Home Hemodial Int (1997)	 9815881
 2471-9749		 Journal of contraceptive studies	 46262	 J Contracept Stud	 101701300
 2249-9598		 Online international interdisciplinary research journal : an international multidisciplinary journal	 46263	 Online Int Interdiscip Res J	 101701299
	 2205-8877	 Australasian palaeontological memoirs	 46265	 Australas Palaeontol Mem	 101701476
 2158-9151		 Atlas journal of biology	 46266	 Atlas J Biol	 101701503
 1613-6055	 1613-5636	 Der Pneumologe	 46267	 Pneumologe (Berl)	 101233663
 2468-7847		 Journal of gynecology obstetrics and human reproduction	 46268	 J Gynecol Obstet Hum Reprod	 101701588
	 0374-5155	 Archiv fur Entwicklungsmechanik der Organismen	 46269	 Arch Entwicklmech Org	 15130160R
	 0340-0794	 Wilhelm Roux's archives of developmental biology	 46270	 Wilehm Roux Arch Dev Biol	 7508796
 2365-0087	 0372-9389	 Zeitschrift fur Morphologie und Oekologie der Tiere	 46271	 Z Morphol Okol Tiere	 0151656
	 0365-4125	 Archiv fur mikroskopische Anatomie und Entwicklungsmechanik	 46272	 Arch Mikrosk Anat Enwicklmech	 15130270R
	 0369-9536	 Philippine entomologist	 46273	 Philipp Entomol	 101701827
 2050-439X	 2050-4381	 Public health research (Southampton, England)	 46274	 Public Health Res (Southampt)	 101653231
		 EECS technical report series	 46275	 EECS Tech Rep Ser	 101701830
 1461-734X	 0191-4537	 Philosophy & social criticism	 46276	 Philos Soc Crit	 101701794
 2212-0947		 Weather and climate extremes	 46277	 Weather Clim Extrem	 101701816
 1463-5011	 1463-5003	 Ocean modelling	 46278	 Ocean Model (Oxf)	 101701819
 1873-7579	 0925-5273	 International journal of production economics	 46279	 Int J Prod Econ	 101701805
 2212-0963		 Climate risk management	 46280	 Clim Risk Manag	 101701807
 2405-8807		 Climate services	 46281	 Clim Serv	 101701810
 2212-0416		 Ecosystem services	 46282	 Ecosyst Serv	 101701813
 2056-5542		 Open journal of bioresources	 46283	 Open J Bioresour	 101701632
 2322-2581	 2251-8649	 Journal of medical bacteriology	 46284	 J Med Bacteriol	 101618754
 1476-7341	 1476-7333	 Action learning	 46285	 Action Learn	 101168558
	 2248-9886	 International journal of applied biotechnology and biochemistry	 46286	 Int J Appl Biotechnol Biochem	 101702424
	 0792-156X	 The Israeli journal of aquaculture = Bamidgeh	 46287	 Isr J Aquac	 101702427
 2465-8278	 1226-4709	 Taehan Uijinkyun Hakhoe chi = Korean journal of medical mycology	 46288	 Taehan Uijinkyun Hakhoe Chi	 9814876
		 AVI : proceedings of the Workshop on Advanced Visual Interfaces. AVI (Conference)	 46289	 AVI	 101702109
 2207-0001		 Journal of Biomedicine (Sydney, NSW)	 46291	 J Biomed (Syd)	 101702291
 2474-7785		 Journal of ageing research and healthcare	 46292	 J Ageing Res Healthc	 101702458
 2472-0054		 Pediatric quality & safety	 46293	 Pediatr Qual Saf	 101702480
	 1098-1608	 The Journal of at-risk issues : a joint publication of the National Dropout Prevention Center and Network	 46294	 J Risk Issues	 101702481
 0974-6870	 0971-3514	 Differential equations and dynamical systems	 46295	 Differ Equ Dyn Syst	 101702538
 2352-4928		 Materials today. Communications	 46296	 Mater Today Commun	 101702545
 2056-6085		 Journal of race, ethnicity, and politics	 46297	 J Race Ethn Polit	 101702546
 2250-3013	 2319-4219	 IOSR journal of pharmacy	 46298	 IOSR J Pharm	 101702547
		 Foundations of Molecular Modeling and Simulation : select papers from FOMMS 2015. International Conference on Foundations of Molecular Modeling and Simulation (6th : 2015 : Mount Hood, Or.)	 46299	 Found Mol Model Simul (2015)	 101702595
 2474-1647		 Clinics in surgery	 46300	 Clin Surg	 101702548
 2398-2128		 Brain and neuroscience advances	 46301	 Brain Neurosci Adv	 101702599
 2394-4099	 2395-1990	 International journal of scientific research in science, engineering and technology	 46302	 Int J Sci Res Sci Eng Technol	 101702746
 1558-1454	 1547-6715	 Labor (Durham, N.C. : Online)	 46303	 Labor (Durh)	 101702742
 2079-3197		 Computation (Basel, Switzerland)	 46304	 Computation (Basel)	 101702810
 2474-1655		 Annals of clinical case reports	 46305	 Ann Clin Case Rep	 101702800
 1916-8659	 0849-1089	 Education et francophonie	 46306	 Educ Francoph	 101702814
 2399-8091	 2399-8083	 Environment and planning. B, urban analytics and city science	 46307	 Environ Plan B Urban Anal City Sci	 101699336
 1573-1332	 1570-0755	 Quantum information processing	 46308	 Quantum Inf Process	 101671509
 1569-3961	 0929-9629	 Monte Carlo methods and applications	 46309	 Monte Carlo Methods Appl	 101702728
		 Proceedings of the ... IEEE International Conference on Pervasive Computing and Communications Workshops : PerCom ... IEEE International Conference on Pervasive Computing and Communications. Workshops	 46310	 Proc IEEE Int Conf Pervasive Comput Commun Workshops	 101702722
 1477-9552	 0021-857X	 Journal of agricultural economics	 46311	 J Agric Econ	 101702672
 1552-8472	 0741-0883	 Written communication	 46312	 Writ Commun	 101702666
 1432-1467	 0938-8974	 Journal of nonlinear science	 46313	 J Nonlinear Sci	 101702669
 1867-1608	 1867-1594	 Palaeobiodiversity and palaeoenvironments	 46314	 Paleobiodivers Paleoenviron	 101702819
 2379-5239		 Jacobs journal of psychiatry and behavioral science	 46315	 Jacobs J Psychiatry Behav Sci	 101702875
 2296-8016		 Frontiers in materials	 46316	 Front Mater	 101702929
 2330-4847		 Economic anthropology (Hoboken, N.J.)	 46317	 Econ Anthropol	 101702654
	 1110-5879	 The African journal of mycology and biotechnology	 46318	 Afr J Mycol Biotechnol	 101703008
 2221-5115	 0132-8077	 Acarina : Russkii akarologicheskii zhurnal + Russian journal of acarology	 46319	 Acarina	 101703014
 2039-4713	 2039-4705	 Journal of xenobiotics	 46320	 J Xenobiot	 101701430
 1734-1515	 0137-1592	 Acta ichthyologica et piscatoria	 46321	 Acta Ichthyol Piscat	 101242664
 2381-473X	 2381-4764	 Perspectives of the ASHA special interest groups	 46322	 Perspect ASHA Spec Interest Groups	 101682248
 2040-0748		 International journal of gender, science and technology	 46323	 Int J Gend Sci Technol	 101702967
 2041-4978	 0262-821X	 Journal of micropalaeontology	 46324	 J Micropalaeontol	 101703084
 2397-2092		 New frontiers in ophthalmology (London)	 46325	 New Front Ophthalmol	 101703001
 2326-6902	 2326-6899	 The journal of retirement	 46326	 J Retire	 101703071
		 JSM biomarkers	 46327	 JSM Biomark	 101703081
	 0853-7291	 Ilmu kelautan : Indonesian journal of marine sciences	 46328	 Ilmu Kelaut	 101703133
	 2006-0394	 Advances in science and technology (Owerri, Nigeria)	 46329	 Adv Sci Technol	 101703029
 2319-7749	 2319-7730	 Indian journal of science	 46330	 Indian J Sci	 101703116
 2381-8115	 2381-8107	 Botany letters	 46331	 Bot Lett	 101703136
 1879-1069	 1359-8368	 Composites. Part B, Engineering	 46332	 Compos B Eng	 101703028
 2329-7042		 CellR4-- repair, replacement, regeneration, & reprogramming	 46333	 CellR4 Repair Replace Regen Reprogram	 101621391
 2381-8999		 Austin journal of pediatrics	 46334	 Austin J Pediatr	 101703169
 2168-1074	 0307-1375	 Arboricultural journal	 46335	 Arboric J	 101703312
 1718-0783	 1718-0775	 McGill Science undergraduate research journal : MSURJ	 46336	 McGill Sci Undergrad Res J	 101554065
 2149-9330	 2149-9322	 Turkish journal of obstetrics and gynecology	 46337	 Turk J Obstet Gynecol	 101656661
 2055-3331	 2055-3323	 Future hospital journal	 46338	 Future Hosp J	 101649350
 2451-0629		 Archives of medical sciences. Atherosclerotic diseases	 46339	 Arch Med Sci Atheroscler Dis	 101701205
 2206-3552		 Journal of bone and joint infection	 46340	 J Bone Jt Infect	 101701849
		 Computational Diffusion MRI : MICCAI workshop, Athens, Greece, October 2016. CDMRI (Workshop) (8th : 2016 : Athens, Greece)	 46341	 Comput Diffus MRI (2016)	 101703420
 2324-5344		 Robotic surgery (Auckland)	 46342	 Robot Surg	 101703383
		 JSM atherosclerosis	 46343	 JSM Atheroscler	 101703381
		 Machine learning and interpretation in neuroimaging : 4th international workshop, MLINI 2014, held at NIPS 2014, Montreal QC, Canada, December 13, 2014 : revised selected papers. MLINI (Workshop) (4th : 2014 : Montreal, Quebec)	 46344	 Mach Learn Interpret Neuroimaging (2014)	 101703408
 2456-0596		 ARC journal of public health and community medicine	 46346	 ARC J Public Health Community Med	 101703385
 2472-1786		 Journal of childhood & developmental disorders	 46347	 J Child Dev Disord	 101703386
		 ... New York Scientific Data Summit (NYSDS) : proceedings ...	 46348	 N Y Sci Data Summit NYSDS	 101703422
 2449-8238	 2392-1099	 Clinical and experimental hepatology	 46349	 Clin Exp Hepatol	 101703431
 2373-8065		 NPJ microgravity	 46351	 NPJ Microgravity	 101703605
 2369-2529		 JMIR rehabilitation and assistive technologies	 46352	 JMIR Rehabil Assist Technol	 101703412
	 0019-5162	 Indian journal of dermatology and venereology	 46353	 Indian J Dermatol Venereol	 0374676
 2057-360X	 1751-1437	 Journal of the Intensive Care Society	 46354	 J Intensive Care Soc	 101538668
 2574-7770		 Diabetes & obesity international journal	 46355	 Diabetes Obes Int J	 101703626
 2397-3358		 Nature reviews. Chemistry	 46356	 Nat Rev Chem	 101703631
		 Source journal of obstetrics and gynaecology	 46357	 Source J Obstet Gynaecol	 101703615
 2297-8240		 Matters	 46358	 Matters (Zur)	 101703616
		 SRL neurology & neurosurgery	 46359	 SRL Neurol Neurosurg	 101703668
 1944-737X	 0889-325X	 ACI materials journal	 46360	 ACI Mater J	 101703621
 2472-1115		 Journal of Down Syndrome & chromosome abnormalities	 46361	 J Down Syndr Chromosom Abnorm	 101703600
		 Annals of musculoskeletal medicine	 46362	 Ann Musculoskelet Med	 101703608
 1466-4526	 0969-2290	 Review of international political economy	 46363	 Rev Int Polit Econ	 101703604
	 2449-0776	 African journal of cellular pathology	 46364	 Afr J Cell Pathol	 101703710
 2474-0713		 Journal of neuroimaging in psychiatry & neurology	 46366	 J Neuroimaging Psychiatry Neurol	 101703693
		 Human Aspects of IT for the Aged Population : healthy and active aging : second International Conference, ITAP 2016, held as part of HCI International 2016 Toronto, ON, Canada, July 17-22, 2016, Proceedings. Part II. ITAP (Conference) (...	 46367	 Human Asp IT Aged Popul (2016)	 101703610
 2399-5300		 Innovation in aging	 46368	 Innov Aging	 101703706
		 Computer vision for biomedical image applications : first international workshop, CVBIA 2005, Beijing, China, October 21, 2005 : proceedings. CVBIA 2005 (2005 : Beijing, China)	 46369	 Comput Vis Biomed Image Appl (2005)	 101261922
	 0972-446X	 Current trends in polymer science	 46370	 Curr Trends Polym Sci	 100961937
 1556-8180		 Journal of multidisciplinary evaluation	 46371	 J Multidiscip Eval	 101245897
 1533-6263	 0302-1475	 Sign language studies	 46372	 Sign Lang Stud	 0415764
 2326-6848	 2326-6856	 Annals of emergency dispatch & response	 46373	 Ann Emerg Dispatch Response	 101666526
		 Journal of renal medicine	 46374	 J Ren Med	 101704026
 2332-1024	 2332-1016	 Global journal of health education and promotion	 46375	 Glob J Health Educ Promot	 101684708
 2380-7059		 Journal of tropical diseases & public health	 46376	 J Trop Dis Public Health	 101704027
 2329-8901		 Journal of probiotics & health	 46377	 J Probiotics Health	 101704025
	 1572-6371	 Vita malacologica	 46378	 Vita Malacol	 101704034
 2059-7347		 Cancers of the head & neck	 46379	 Cancers Head Neck	 101703807
 0219-8614	 0219-7472	 China (National University of Singapore. East Asian Institute)	 46380	 China (Singap)	 101703805
		 U.S. Census Bureau Center for Economic Studies research paper series	 46381	 US Census Bur Cent Econ Stud Res Pap Ser	 101704029
		 Proceedings of the ... International Workshop on Distributed Event-Based Systems. International Workshop on Distributed Event-Based Systems	 46382	 Proc Int Workshop Distrib Event Based Syst	 101703809
 2078-2489		 Information (Basel)	 46383	 Information (Basel)	 101703749
 2468-8967	 2468-8975	 The journal of space safety engineering	 46384	 J Space Saf Eng	 101703747
 2195-8602	 0930-777X	 International polymer processing : the journal of the Polymer Processing Society	 46385	 Int Polym Process	 101703753
		 On the move to meaningful Internet systems ... : CoopIS, DOA, and ODBASE : Confederated International Conferences, CoopIS, DOA, and ODBASE ... proceedings. OTM Confederated International Conferences	 46386	 On Move Meaningful Internet Syst	 101703760
 2160-0953		 Journal of applied learning technology	 46387	 J Appl Learn Technol	 101703756
 1873-1627	 0079-6727	 Progress in quantum electronics	 46388	 Prog Quantum Electron	 101703750
 1947-3818	 1949-243X	 Energy and power engineering	 46389	 Energy Power Eng	 101703751
 1687-7268	 1687-725X	 Journal of sensors	 46390	 J Sens	 101703746
	 1055-6338	 Proceedings of the ... ACM SIGACT-SIGMOD-SIGART Symposium on Principles of Database Systems. ACM SIGACT-SIGMOD-SIGART Symposium on Principles of Database Systems	 46391	 Proc ACM SIGACT SIGMOD SIGART Symp Princ Database Syst	 101704012
 2471-304X		 Insights in allergy, asthma & bronchitis	 46392	 Insights Allergy Asthma Bronchitis	 101704003
 2009-8782	 2009-8618	 Cardiovascular innovations and applications	 46393	 Cardiovasc Innov Appl	 101703802
 2475-0379		 Research and practice in thrombosis and haemostasis	 46394	 Res Pract Thromb Haemost	 101703775
 2054-9571		 IZA world of labor : evidence-based policy making	 46395	 IZA World Labor	 101704014
 2405-8637	 2405-8645	 Clinical skin cancer	 46396	 Clin Skin Cancer	 101703776
 2167-1230		 Science education & civic engagement : an international journal	 46397	 Sci Educ Civ Engagem	 101704010
	 2187-5162	 Nagoya Gakuin Daigaku ronshu. Igaku, kenko kagaku, supotsu kagakuhen	 46398	 Nagoya Gakuin Daigaku Ronshu Igaku Kenko Kagaku Supotsu Kagakuhen	 101704008
 2471-805X		 Pediatric care (Wilmington, Del.)	 46399	 Pediatr Care (Wilmington)	 101704018
 2474-7513		 MinneTESOL journal (2014)	 46400	 MinneTESOL J (2014)	 101704016
		 IEEE International Conference on Development and Learning and Epigenetic Robotics : [proceedings]. IEEE International Conference on Development and Learning and Epigenetic Robotics	 46401	 IEEE Int Conf Dev Learn Epigenetic Robot	 101601030
 1555-4139	 1555-4120	 Games and culture	 46402	 Games Cult	 101704132
 2351-9789		 Procedia manufacturing	 46404	 Procedia Manuf	 101704145
 2470-0029	 2470-0010	 Physical review. D. (2016)	 46405	 Phys Rev D	 101704139
 2513-9290		 Cancer reports and reviews	 46406	 Cancer Rep Rev	 101704135
 1863-4613	 1865-1704	 International review of economics	 46407	 Int Rev Econ	 101703980
 2468-4511		 Current opinion in biomedical engineering	 46408	 Curr Opin Biomed Eng	 101704011
 2308-3417		 Geriatrics (Basel, Switzerland)	 46409	 Geriatrics (Basel)	 101704019
 1741-5098	 1368-275X	 International journal of entrepreneurship and innovation management	 46410	 Int J Entrep Innov Manag	 101704123
 1741-5055	 1560-4624	 International journal of continuing engineering education and life-long learning	 46411	 Int J Contin Eng Educ Life Long Learn	 101704146
 2325-0178		 Proceedings of the Annual Conference of the Prognostics and Health Management Society. Prognostics and Health Management Society. Conference	 46412	 Proc Annu Conf Progn Health Manag Soc	 101704313
		 Indoor air : proceedings of the ... International Conference on Indoor Air Quality and Climate. International Conference on Indoor Air Quality and Climate	 46413	 Indoor Air Int Conf Indoor Air Qual Clim	 101704329
		 EC ophthalmology	 46414	 EC Ophthalmol	 101704160
 2327-4662		 IEEE internet of things journal	 46415	 IEEE Internet Things J	 101704157
 2055-2386		 Physical therapy and rehabilitation	 46416	 Phys Ther Rehabil	 101704153
		 The Interservice/Industry Training, Simulation, and Education Conference : I/ITSEC. Interservice/Industry Training, Simulation, and Education Conference	 46418	 Interserv Ind Train Simul Educ Conf	 101704345
